title,genres,year,rating,language,clean_title,source,movieId
Pacific Rim: The Black,anime series,2021,0.0,Mixed,pacific rim the black,netflix_titles.csv,5186.0
Parker,action & adventure,2013,0.0,Mixed,parker,netflix_titles.csv,5187.0
Safe Haven,"dramas, romantic movies",2013,0.0,Mixed,safe haven,netflix_titles.csv,5188.0
Moxie,"comedies, dramas, music & musicals",2021,0.0,Mixed,moxie,netflix_titles.csv,5189.0
Murder Among the Mormons,"crime tv shows, docuseries",2021,0.0,Mixed,murder among the mormons,netflix_titles.csv,5190.0
Black or White,dramas,2014,0.0,Mixed,black or white,netflix_titles.csv,5191.0
Indoo Ki Jawani,"action & adventure, comedies, international movies",2020,0.0,Mixed,indoo ki jawani,netflix_titles.csv,5192.0
Word Party,kids' tv,2021,0.0,Mixed,word party,netflix_titles.csv,5193.0
A Perfect Day For Arsenide,"classic & cult tv, crime tv shows, international tv shows",2019,0.0,Mixed,a perfect day for arsenide,netflix_titles.csv,5194.0
Banyuki,"action & adventure, dramas, international movies",2009,0.0,Mixed,banyuki,netflix_titles.csv,5195.0
Biggie: I Got a Story to Tell,"documentaries, music & musicals",2021,0.0,Mixed,biggie i got a story to tell,netflix_titles.csv,5196.0
Blanche Gardin: The All-Nighter,stand-up comedy,2021,0.0,Mixed,blanche gardin the allnighter,netflix_titles.csv,5197.0
Connected,"documentaries, international movies, music & musicals",2021,0.0,Mixed,connected,netflix_titles.csv,5198.0
Dances with Wolves,"action & adventure, classic movies, dramas",1990,0.0,Mixed,dances with wolves,netflix_titles.csv,590.0
How to Be Really Bad,"comedies, international movies",2018,0.0,Mixed,how to be really bad,netflix_titles.csv,5199.0
LEGO Marvel Spider-Man: Vexed by Venom,"children & family movies, comedies",2019,0.0,Mixed,lego marvel spiderman vexed by venom,netflix_titles.csv,5200.0
Rain Man,"classic movies, dramas",1988,0.0,Mixed,rain man,netflix_titles.csv,1961.0
Seven Souls in the Skull Castle 2011,"action & adventure, dramas, international movies",2011,0.0,Mixed,seven souls in the skull castle 2011,netflix_titles.csv,5201.0
Tenacious D in The Pick of Destiny,"comedies, cult movies, music & musicals",2006,0.0,Mixed,tenacious d in the pick of destiny,netflix_titles.csv,5202.0
TIGER & BUNNY,"anime series, international tv shows",2011,0.0,Mixed,tiger  bunny,netflix_titles.csv,5203.0
Bigfoot Family,"children & family movies, comedies",2021,0.0,Mixed,bigfoot family,netflix_titles.csv,5204.0
Captain Fantastic,"comedies, dramas, independent movies",2016,0.0,Mixed,captain fantastic,netflix_titles.csv,5205.0
Crazy About Her,"comedies, international movies, romantic movies",2021,0.0,Mixed,crazy about her,netflix_titles.csv,5206.0
Fuga,"dramas, independent movies, international movies",2006,0.0,Mixed,fuga,netflix_titles.csv,5207.0
Ginny & Georgia - The Afterparty,"comedies, dramas",2021,0.0,Mixed,ginny  georgia  the afterparty,netflix_titles.csv,5208.0
No Escape,action & adventure,2015,0.0,Mixed,no escape,netflix_titles.csv,504.0
Our Idiot Brother,"comedies, dramas, independent movies",2011,0.0,Mixed,our idiot brother,netflix_titles.csv,5209.0
The Girl on the Train,"international movies, thrillers",2021,0.0,Mixed,the girl on the train,netflix_titles.csv,5210.0
Tony Manero,"dramas, independent movies, international movies",2008,0.0,Mixed,tony manero,netflix_titles.csv,5211.0
Who Am I,"international movies, thrillers",2014,0.0,Mixed,who am i,netflix_titles.csv,5212.0
El final del paraíso,"crime tv shows, international tv shows, spanish-language tv shows",2019,0.0,Mixed,el final del paraso,netflix_titles.csv,5213.0
The Last Bastion,"international tv shows, spanish-language tv shows, tv dramas",2018,0.0,Mixed,the last bastion,netflix_titles.csv,5214.0
Age of Samurai: Battle for Japan,"docuseries, international tv shows",2021,0.0,Mixed,age of samurai battle for japan,netflix_titles.csv,5215.0
"Blue, Painful, Fragile","international movies, thrillers",2020,0.0,Mixed,blue painful fragile,netflix_titles.csv,5216.0
Canine Intervention,reality tv,2021,0.0,Mixed,canine intervention,netflix_titles.csv,5217.0
Ginny & Georgia,"romantic tv shows, tv comedies, tv dramas",2021,0.0,Mixed,ginny  georgia,netflix_titles.csv,5218.0
M8 - When Death Rescues Life,"dramas, international movies",2019,0.0,Mixed,m8  when death rescues life,netflix_titles.csv,5219.0
Two Sentence Horror Stories,"tv horror, teen tv shows",2021,0.0,Mixed,two sentence horror stories,netflix_titles.csv,5220.0
Brian Regan: On the Rocks,stand-up comedy,2021,0.0,Mixed,brian regan on the rocks,netflix_titles.csv,5221.0
Made You Look: A True Story About Fake Art,"documentaries, international movies",2020,0.0,Mixed,made you look a true story about fake art,netflix_titles.csv,5222.0
Pelé,"documentaries, international movies, sports movies",2021,0.0,Mixed,pel,netflix_titles.csv,5223.0
Red,"dramas, international movies",2021,0.0,Mixed,red,netflix_titles.csv,5224.0
Zindagi in Short,"international tv shows, tv dramas",2020,0.0,Mixed,zindagi in short,netflix_titles.csv,5225.0
The Conjuring,"horror movies, thrillers",2013,0.0,Mixed,the conjuring,netflix_titles.csv,5226.0
The Conjuring 2,horror movies,2016,0.0,Mixed,the conjuring 2,netflix_titles.csv,5227.0
Vincenzo,"international tv shows, tv comedies, tv dramas",2021,0.0,Mixed,vincenzo,netflix_titles.csv,5228.0
Classmates Minus,"comedies, dramas, independent movies",2020,0.0,Mixed,classmates minus,netflix_titles.csv,5229.0
Fate: The Winx Saga - The Afterparty,"comedies, dramas",2021,0.0,Mixed,fate the winx saga  the afterparty,netflix_titles.csv,5230.0
Operation Finale,"dramas, thrillers",2018,0.0,Mixed,operation finale,netflix_titles.csv,5231.0
Wave of Cinema: Surat dari Timur,"documentaries, international movies, music & musicals",2020,0.0,Mixed,wave of cinema surat dari timur,netflix_titles.csv,5232.0
I Care a Lot,"comedies, lgbtq movies, thrillers",2021,0.0,Mixed,i care a lot,netflix_titles.csv,5233.0
Perú: Tesoro escondido,"documentaries, international movies",2017,0.0,Mixed,per tesoro escondido,netflix_titles.csv,5234.0
Pitta Kathalu,"international tv shows, tv dramas",2021,0.0,Mixed,pitta kathalu,netflix_titles.csv,5235.0
Tribes of Europa,"international tv shows, tv action & adventure, tv dramas",2021,0.0,Mixed,tribes of europa,netflix_titles.csv,5236.0
Eeb Allay Ooo!,"comedies, dramas, independent movies",2019,0.0,Mixed,eeb allay ooo,netflix_titles.csv,5237.0
"Hello, Me!","international tv shows, romantic tv shows, tv comedies",2021,0.0,Mixed,hello me,netflix_titles.csv,5238.0
No Escape Room,horror movies,2018,0.0,Mixed,no escape room,netflix_titles.csv,5239.0
Sisyphus,"international tv shows, tv action & adventure, tv dramas",2021,0.0,Mixed,sisyphus,netflix_titles.csv,5240.0
Thus Spoke Kishibe Rohan,"anime series, international tv shows",2021,0.0,Mixed,thus spoke kishibe rohan,netflix_titles.csv,5241.0
Amend: The Fight for America,docuseries,2021,0.0,Mixed,amend the fight for america,netflix_titles.csv,5242.0
Behind Her Eyes,"british tv shows, international tv shows, tv dramas",2021,0.0,Mixed,behind her eyes,netflix_titles.csv,5243.0
MeatEater,"docuseries, reality tv, science & nature tv",2021,0.0,Mixed,meateater,netflix_titles.csv,5244.0
The Most Unknown,documentaries,2018,0.0,Mixed,the most unknown,netflix_titles.csv,5245.0
Animals on the Loose: A You vs. Wild Movie,children & family movies,2021,0.0,Mixed,animals on the loose a you vs wild movie,netflix_titles.csv,5246.0
Awara Paagal Deewana,"action & adventure, comedies, dramas",2002,0.0,Mixed,awara paagal deewana,netflix_titles.csv,5247.0
Good Girls,"crime tv shows, tv comedies, tv dramas",2020,0.0,Mixed,good girls,netflix_titles.csv,5248.0
The Resurrection of Gavin Stone,"children & family movies, comedies, dramas",2017,0.0,Mixed,the resurrection of gavin stone,netflix_titles.csv,5249.0
Booba,"kids' tv, tv comedies",2021,0.0,Mixed,booba,netflix_titles.csv,5250.0
"My Teacher, My Obsession",thrillers,2018,0.0,Mixed,my teacher my obsession,netflix_titles.csv,5251.0
The Crew,tv comedies,2021,0.0,Mixed,the crew,netflix_titles.csv,5252.0
Namaste Wahala,"comedies, dramas, international movies",2021,0.0,Mixed,namaste wahala,netflix_titles.csv,5253.0
Monsoon,"dramas, independent movies, lgbtq movies",2020,0.0,Mixed,monsoon,netflix_titles.csv,5254.0
Buried by the Bernards,reality tv,2021,0.0,Mixed,buried by the bernards,netflix_titles.csv,5255.0
Chappelle's Show,tv comedies,2005,0.0,Mixed,chappelles show,netflix_titles.csv,5256.0
Hate by Dani Rovira,stand-up comedy,2021,0.0,Mixed,hate by dani rovira,netflix_titles.csv,5257.0
Mundina Nildana,"dramas, international movies, romantic movies",2019,0.0,Mixed,mundina nildana,netflix_titles.csv,5258.0
Nadiya Bakes,"british tv shows, international tv shows, reality tv",2021,0.0,Mixed,nadiya bakes,netflix_titles.csv,5259.0
Xico's Journey,children & family movies,2021,0.0,Mixed,xicos journey,netflix_titles.csv,5260.0
Capitani,"crime tv shows, international tv shows, tv dramas",2019,0.0,Mixed,capitani,netflix_titles.csv,5261.0
El Chema,"crime tv shows, spanish-language tv shows, tv action & adventure",2016,0.0,Mixed,el chema,netflix_titles.csv,5262.0
Growing up and other problems,"comedies, dramas, international movies",2018,0.0,Mixed,growing up and other problems,netflix_titles.csv,5263.0
Middle of Nowhere,"dramas, independent movies, romantic movies",2012,0.0,Mixed,middle of nowhere,netflix_titles.csv,5264.0
Red Dot,"international movies, thrillers",2021,0.0,Mixed,red dot,netflix_titles.csv,5265.0
Squared Love,"comedies, international movies, romantic movies",2021,0.0,Mixed,squared love,netflix_titles.csv,5266.0
This Is the Life,"documentaries, music & musicals",2008,0.0,Mixed,this is the life,netflix_titles.csv,5267.0
Crime Scene: The Vanishing at the Cecil Hotel,"crime tv shows, docuseries",2021,0.0,Mixed,crime scene the vanishing at the cecil hotel,netflix_titles.csv,5268.0
The Misadventures of Hedi and Cokeman,"comedies, international movies",2021,0.0,Mixed,the misadventures of hedi and cokeman,netflix_titles.csv,5269.0
The World We Make,"dramas, romantic movies",2019,0.0,Mixed,the world we make,netflix_titles.csv,5270.0
Five Came Back: The Reference Films,tv shows,1945,0.0,Mixed,five came back the reference films,netflix_titles.csv,5271.0
ICarly,"kids' tv, tv comedies",2008,0.0,Mixed,icarly,netflix_titles.csv,5272.0
War Dogs,"comedies, dramas",2016,0.0,Mixed,war dogs,netflix_titles.csv,5273.0
Monster Run,"action & adventure, international movies",2020,0.0,Mixed,monster run,netflix_titles.csv,5274.0
The Sinner,"crime tv shows, tv dramas, tv mysteries",2020,0.0,Mixed,the sinner,netflix_titles.csv,5275.0
Blanche Gardin: I talk to myself,stand-up comedy,2017,0.0,Mixed,blanche gardin i talk to myself,netflix_titles.csv,5276.0
Doob: No Bed of Roses,"dramas, independent movies, international movies",2017,0.0,Mixed,doob no bed of roses,netflix_titles.csv,5277.0
Hache,"crime tv shows, international tv shows, spanish-language tv shows",2021,0.0,Mixed,hache,netflix_titles.csv,5278.0
Invisible City,"crime tv shows, international tv shows, tv dramas",2021,0.0,Mixed,invisible city,netflix_titles.csv,5279.0
Little Big Women,"dramas, international movies",2020,0.0,Mixed,little big women,netflix_titles.csv,5280.0
Space Sweepers,"action & adventure, dramas, international movies",2021,0.0,Mixed,space sweepers,netflix_titles.csv,5281.0
"Strip Down, Rise Up",documentaries,2021,0.0,Mixed,strip down rise up,netflix_titles.csv,5282.0
The Last Paradiso,"dramas, international movies, romantic movies",2020,0.0,Mixed,the last paradiso,netflix_titles.csv,5283.0
The Yin-Yang Master: Dream Of Eternity,"action & adventure, international movies",2021,0.0,Mixed,the yinyang master dream of eternity,netflix_titles.csv,5284.0
All My Friends Are Dead,"comedies, dramas, international movies",2020,0.0,Mixed,all my friends are dead,netflix_titles.csv,5285.0
Black Beach,"action & adventure, international movies",2020,0.0,Mixed,black beach,netflix_titles.csv,5286.0
Firefly Lane,"romantic tv shows, tv dramas",2021,0.0,Mixed,firefly lane,netflix_titles.csv,5287.0
"Pablo Escobar, el patrón del mal","crime tv shows, international tv shows, spanish-language tv shows",2012,0.0,Mixed,pablo escobar el patrn del mal,netflix_titles.csv,5288.0
Power Rangers Ninja Steel,kids' tv,2018,0.0,Mixed,power rangers ninja steel,netflix_titles.csv,5289.0
"Our Lady of San Juan, Four Centuries of Miracles","dramas, faith & spirituality, international movies",2020,0.0,Mixed,our lady of san juan four centuries of miracles,netflix_titles.csv,5290.0
Tiffany Haddish Presents: They Ready,"stand-up comedy & talk shows, tv comedies",2021,0.0,Mixed,tiffany haddish presents they ready,netflix_titles.csv,5291.0
Beverly Hills Ninja,"action & adventure, comedies",1997,0.0,Mixed,beverly hills ninja,netflix_titles.csv,1431.0
Heartland,tv dramas,2019,0.0,Mixed,heartland,netflix_titles.csv,5292.0
Love Daily,"romantic tv shows, teen tv shows",2018,0.0,Mixed,love daily,netflix_titles.csv,5293.0
My Dead Ex,"tv comedies, teen tv shows",2018,0.0,Mixed,my dead ex,netflix_titles.csv,5294.0
Rocks,dramas,2019,0.0,Mixed,rocks,netflix_titles.csv,5295.0
Shutter Island,thrillers,2010,0.0,Mixed,shutter island,netflix_titles.csv,5296.0
The Bank Job,"dramas, international movies, thrillers",2008,0.0,Mixed,the bank job,netflix_titles.csv,5297.0
The House Arrest of Us,"international tv shows, romantic tv shows, tv comedies",2020,0.0,Mixed,the house arrest of us,netflix_titles.csv,5298.0
The Unsettling,"tv horror, teen tv shows",2019,0.0,Mixed,the unsettling,netflix_titles.csv,5299.0
Total Drama,"kids' tv, tv comedies",2015,0.0,Mixed,total drama,netflix_titles.csv,5300.0
Zac and Mia,"romantic tv shows, tv dramas, teen tv shows",2019,0.0,Mixed,zac and mia,netflix_titles.csv,5301.0
Zathura,"children & family movies, sci-fi & fantasy",2005,0.0,Mixed,zathura,netflix_titles.csv,5302.0
Zig & Sharko,"kids' tv, tv comedies",2019,0.0,Mixed,zig  sharko,netflix_titles.csv,5303.0
Fatima,"dramas, faith & spirituality",2020,0.0,Mixed,fatima,netflix_titles.csv,5304.0
Hell Fest,horror movies,2018,0.0,Mixed,hell fest,netflix_titles.csv,5305.0
Below Zero,"action & adventure, international movies",2021,0.0,Mixed,below zero,netflix_titles.csv,5306.0
Finding ‘Ohana,"children & family movies, comedies",2021,0.0,Mixed,finding ohana,netflix_titles.csv,5307.0
We Are: The Brooklyn Saints,docuseries,2021,0.0,Mixed,we are the brooklyn saints,netflix_titles.csv,5308.0
June & Kopi,"children & family movies, dramas, international movies",2021,0.0,Mixed,june  kopi,netflix_titles.csv,5309.0
50M2,"international tv shows, tv dramas, tv thrillers",2021,0.0,Mixed,50m2,netflix_titles.csv,5310.0
Accomplice,"documentaries, international movies, sports movies",2021,0.0,Mixed,accomplice,netflix_titles.csv,5311.0
BONDING,"tv comedies, tv dramas",2021,0.0,Mixed,bonding,netflix_titles.csv,5312.0
Kilometers and Kilometers,"comedies, dramas, independent movies",2020,0.0,Mixed,kilometers and kilometers,netflix_titles.csv,5313.0
Outlander,"romantic tv shows, tv action & adventure, tv dramas",2018,0.0,Mixed,outlander,netflix_titles.csv,5314.0
Penguin Bloom,"children & family movies, dramas",2021,0.0,Mixed,penguin bloom,netflix_titles.csv,5315.0
Black Rose,"dramas, international movies",2018,0.0,Mixed,black rose,netflix_titles.csv,5316.0
Go Dog Go,kids' tv,2021,0.0,Mixed,go dog go,netflix_titles.csv,5317.0
Hire a Woman,"comedies, international movies, romantic movies",2019,0.0,Mixed,hire a woman,netflix_titles.csv,5318.0
She Is,"dramas, international movies, romantic movies",2019,0.0,Mixed,she is,netflix_titles.csv,5319.0
Blown Away,"international tv shows, reality tv",2021,0.0,Mixed,blown away,netflix_titles.csv,423.0
Busted!,"crime tv shows, international tv shows, korean tv shows",2021,0.0,Mixed,busted,netflix_titles.csv,5320.0
Demon Slayer: Kimetsu no Yaiba,"anime series, international tv shows",2019,0.0,Mixed,demon slayer kimetsu no yaiba,netflix_titles.csv,5321.0
So My Grandma’s a Lesbian!,"comedies, international movies, lgbtq movies",2020,0.0,Mixed,so my grandmas a lesbian,netflix_titles.csv,5322.0
The Next Three Days,"dramas, thrillers",2010,0.0,Mixed,the next three days,netflix_titles.csv,5323.0
The White Tiger,dramas,2021,0.0,Mixed,the white tiger,netflix_titles.csv,5324.0
Friendsgiving,comedies,2020,0.0,Mixed,friendsgiving,netflix_titles.csv,5325.0
The Shadow of Violence,dramas,2020,0.0,Mixed,the shadow of violence,netflix_titles.csv,5326.0
Cut Throat City,dramas,2020,0.0,Mixed,cut throat city,netflix_titles.csv,5327.0
Daughter From Another Mother,"international tv shows, spanish-language tv shows, tv comedies",2021,0.0,Mixed,daughter from another mother,netflix_titles.csv,5328.0
Sightless,thrillers,2020,0.0,Mixed,sightless,netflix_titles.csv,5329.0
Spycraft,"docuseries, science & nature tv",2021,0.0,Mixed,spycraft,netflix_titles.csv,5330.0
Hello Ninja,kids' tv,2021,0.0,Mixed,hello ninja,netflix_titles.csv,5331.0
Homefront,action & adventure,2013,0.0,Mixed,homefront,netflix_titles.csv,5332.0
A Monster Calls,"dramas, sci-fi & fantasy",2016,0.0,Mixed,a monster calls,netflix_titles.csv,5333.0
